"seriesid","year","period","period_name","value","footnotes"
"APU0000702111",2010,"M05","May","1.359","[{}]"
"APU0000702111",2010,"M04","April","1.363","[{}]"
"APU0000702111",2010,"M03","March","1.368","[{}]"
"APU0000702111",2010,"M02","February","1.361","[{}]"
"APU0000702111",2010,"M01","January","1.36","[{}]"
"APU0000702111",2009,"M12","December","1.39","[{}]"
"APU0000702111",2009,"M11","November","1.373","[{}]"
"APU0000702111",2009,"M10","October","1.392","[{}]"
"APU0000702111",2009,"M09","September","1.34","[{}]"
"APU0000702111",2009,"M08","August","1.375","[{}]"
"APU0000702111",2009,"M07","July","1.391","[{}]"
"APU0000702111",2009,"M06","June","1.385","[{}]"
"APU0000702111",2009,"M05","May","1.413","[{}]"
"APU0000702111",2009,"M04","April","1.395","[{}]"
"APU0000702111",2009,"M03","March","1.41","[{}]"
"APU0000702111",2009,"M02","February","1.404","[{}]"
"APU0000702111",2009,"M01","January","1.381","[{}]"
"APU0000702111",2008,"M12","December","1.415","[{}]"
"APU0000702111",2008,"M11","November","1.377","[{}]"
"APU0000702111",2008,"M10","October","1.393","[{}]"
"APU0000702111",2008,"M09","September","1.379","[{}]"
"APU0000702111",2008,"M08","August","1.381","[{}]"
"APU0000702111",2008,"M07","July","1.384","[{}]"
"APU0000702111",2008,"M06","June","1.373","[{}]"
"APU0000702111",2008,"M05","May","1.37","[{}]"
"APU0000702111",2008,"M04","April","1.373","[{}]"
"APU0000702111",2008,"M03","March","1.35","[{}]"
"APU0000702111",2008,"M02","February","1.321","[{}]"
"APU0000702111",2008,"M01","January","1.281","[{}]"
"APU0000702111",2007,"M12","December","1.28","[{}]"
"APU0000702111",2007,"M11","November","1.235","[{}]"
"APU0000702111",2007,"M10","October","1.274","[{}]"
"APU0000702111",2007,"M09","September","1.212","[{}]"
"APU0000702111",2007,"M08","August","1.21","[{}]"
"APU0000702111",2007,"M07","July","1.209","[{}]"
"APU0000702111",2007,"M06","June","1.193","[{}]"
"APU0000702111",2007,"M05","May","1.192","[{}]"
"APU0000702111",2007,"M04","April","1.201","[{}]"
"APU0000702111",2007,"M03","March","1.161","[{}]"
"APU0000702111",2007,"M02","February","1.168","[{}]"
"APU0000702111",2007,"M01","January","1.153","[{}]"
"APU0000702111",2006,"M12","December","1.137","[{}]"
"APU0000702111",2006,"M11","November","1.143","[{}]"
"APU0000702111",2006,"M10","October","1.097","[{}]"
"APU0000702111",2006,"M09","September","1.083","[{}]"
"APU0000702111",2006,"M08","August","1.088","[{}]"
"APU0000702111",2006,"M07","July","1.071","[{}]"
"APU0000702111",2006,"M06","June","1.074","[{}]"
"APU0000702111",2006,"M05","May","1.086","[{}]"
"APU0000702111",2006,"M04","April","1.072","[{}]"
"APU0000702111",2006,"M03","March","1.04","[{}]"
"APU0000702111",2006,"M02","February","1.029","[{}]"
"APU0000702111",2006,"M01","January","1.046","[{}]"
"APU0000702111",2005,"M12","December","1.046","[{}]"
"APU0000702111",2005,"M11","November","1.055","[{}]"
"APU0000702111",2005,"M10","October","1.043","[{}]"
"APU0000702111",2005,"M09","September","1.052","[{}]"
"APU0000702111",2005,"M08","August","1.06","[{}]"
"APU0000702111",2005,"M07","July","1.067","[{}]"
"APU0000702111",2005,"M06","June","1.09","[{}]"
"APU0000702111",2005,"M05","May","1.086","[{}]"
"APU0000702111",2005,"M04","April","1.004","[{}]"
"APU0000702111",2005,"M03","March","1.002","[{}]"
"APU0000702111",2005,"M02","February","0.982","[{}]"
"APU0000702111",2005,"M01","January","0.997","[{}]"
"APU0000702111",2004,"M12","December","0.97","[{}]"
"APU0000702111",2004,"M11","November","0.976","[{}]"
"APU0000702111",2004,"M10","October","0.972","[{}]"
"APU0000702111",2004,"M09","September","0.985","[{}]"
"APU0000702111",2004,"M08","August","0.996","[{}]"
"APU0000702111",2004,"M07","July","0.985","[{}]"
"APU0000702111",2004,"M06","June","0.979","[{}]"
"APU0000702111",2004,"M05","May","0.96","[{}]"
"APU0000702111",2004,"M04","April","0.974","[{}]"
"APU0000702111",2004,"M03","March","0.947","[{}]"
"APU0000702111",2004,"M02","February","0.943","[{}]"
"APU0000702111",2004,"M01","January","0.946","[{}]"
"APU0000702111",2003,"M12","December","0.954","[{}]"
"APU0000702111",2003,"M11","November","0.953","[{}]"
"APU0000702111",2003,"M10","October","0.969","[{}]"
"APU0000702111",2003,"M09","September","0.994","[{}]"
"APU0000702111",2003,"M08","August","0.996","[{}]"
"APU0000702111",2003,"M07","July","1.002","[{}]"
"APU0000702111",2003,"M06","June","0.961","[{}]"
"APU0000702111",2003,"M05","May","1.001","[{}]"
"APU0000702111",2003,"M04","April","1.047","[{}]"
"APU0000702111",2003,"M03","March","1.042","[{}]"
"APU0000702111",2003,"M02","February","1.048","[{}]"
"APU0000702111",2003,"M01","January","1.042","[{}]"
"APU0000702111",2002,"M12","December","1.026","[{}]"
"APU0000702111",2002,"M11","November","1.054","[{}]"
"APU0000702111",2002,"M10","October","1.015","[{}]"
"APU0000702111",2002,"M09","September","1.016","[{}]"
"APU0000702111",2002,"M08","August","1.012","[{}]"
"APU0000702111",2002,"M07","July","1.015","[{}]"
"APU0000702111",2002,"M06","June","1.011","[{}]"
"APU0000702111",2002,"M05","May","1.012","[{}]"
"APU0000702111",2002,"M04","April","1.005","[{}]"
"APU0000702111",2002,"M03","March","1.012","[{}]"
"APU0000702111",2002,"M02","February","1.008","[{}]"
"APU0000702111",2002,"M01","January","1.001","[{}]"
"APU0000706111",2021,"M12","December","1.606","[{}]"
"APU0000706111",2021,"M11","November","1.583","[{}]"
"APU0000706111",2021,"M10","October","1.523","[{}]"
"APU0000706111",2021,"M09","September","1.504","[{}]"
"APU0000706111",2021,"M08","August","1.472","[{}]"
"APU0000706111",2021,"M07","July","1.435","[{}]"
"APU0000706111",2021,"M06","June","1.474","[{}]"
"APU0000706111",2021,"M05","May","1.486","[{}]"
"APU0000706111",2021,"M04","April","1.515","[{}]"
"APU0000706111",2021,"M03","March","1.543","[{}]"
"APU0000706111",2021,"M02","February","1.583","[{}]"
"APU0000706111",2021,"M01","January","1.595","[{}]"
"APU0000706111",2020,"M12","December","1.621","[{}]"
"APU0000706111",2020,"M11","November","1.639","[{}]"
"APU0000706111",2020,"M10","October","1.58","[{}]"
"APU0000706111",2020,"M09","September","1.542","[{}]"
"APU0000706111",2020,"M08","August","1.609","[{}]"
"APU0000706111",2020,"M07","July","1.712","[{}]"
"APU0000706111",2020,"M06","June","1.747","[{}]"
"APU0000706111",2020,"M04","April","1.571","[{}]"
"APU0000706111",2020,"M03","March","1.4","[{}]"
"APU0000706111",2020,"M02","February","1.362","[{}]"
"APU0000706111",2020,"M01","January","1.409","[{}]"
"APU0000706111",2019,"M12","December","1.45","[{}]"
"APU0000706111",2019,"M11","November","1.43","[{}]"
"APU0000706111",2019,"M10","October","1.538","[{}]"
"APU0000706111",2019,"M09","September","1.487","[{}]"
"APU0000706111",2019,"M08","August","1.514","[{}]"
"APU0000706111",2019,"M07","July","1.562","[{}]"
"APU0000706111",2019,"M06","June","1.59","[{}]"
"APU0000706111",2019,"M05","May","1.479","[{}]"
"APU0000706111",2019,"M04","April","1.463","[{}]"
"APU0000706111",2019,"M03","March","1.468","[{}]"
"APU0000706111",2019,"M02","February","1.486","[{}]"
"APU0000706111",2019,"M01","January","1.473","[{}]"
"APU0000706111",2018,"M12","December","1.466","[{}]"
"APU0000706111",2018,"M11","November","1.501","[{}]"
"APU0000706111",2018,"M10","October","1.444","[{}]"
"APU0000706111",2018,"M09","September","1.487","[{}]"
"APU0000706111",2018,"M08","August","1.511","[{}]"
"APU0000706111",2018,"M07","July","1.519","[{}]"
"APU0000706111",2018,"M06","June","1.514","[{}]"
"APU0000706111",2018,"M05","May","1.523","[{}]"
"APU0000706111",2018,"M04","April","1.511","[{}]"
"APU0000706111",2018,"M03","March","1.502","[{}]"
"APU0000706111",2018,"M02","February","1.478","[{}]"
"APU0000706111",2018,"M01","January","1.509","[{}]"
"APU0000706111",2017,"M12","December","1.47","[{}]"
"APU0000706111",2017,"M11","November","1.451","[{}]"
"APU0000706111",2017,"M10","October","1.484","[{}]"
"APU0000706111",2017,"M09","September","1.48","[{}]"
"APU0000706111",2017,"M08","August","1.489","[{}]"
"APU0000706111",2017,"M07","July","1.496","[{}]"
"APU0000706111",2017,"M06","June","1.497","[{}]"
"APU0000706111",2017,"M05","May","1.499","[{}]"
"APU0000706111",2017,"M04","April","1.444","[{}]"
"APU0000706111",2017,"M03","March","1.462","[{}]"
"APU0000706111",2017,"M02","February","1.473","[{}]"
"APU0000706111",2017,"M01","January","1.418","[{}]"
"APU0000706111",2016,"M12","December","1.463","[{}]"
"APU0000706111",2016,"M11","November","1.478","[{}]"
"APU0000706111",2016,"M10","October","1.502","[{}]"
"APU0000706111",2016,"M09","September","1.487","[{}]"
"APU0000706111",2016,"M08","August","1.426","[{}]"
"APU0000706111",2016,"M07","July","1.445","[{}]"
"APU0000706111",2016,"M06","June","1.408","[{}]"
"APU0000706111",2016,"M05","May","1.489","[{}]"
"APU0000706111",2016,"M04","April","1.496","[{}]"
"APU0000706111",2016,"M03","March","1.463","[{}]"
"APU0000706111",2016,"M02","February","1.478","[{}]"
"APU0000706111",2016,"M01","January","1.429","[{}]"
"APU0000706111",2015,"M12","December","1.437","[{}]"
"APU0000706111",2015,"M11","November","1.484","[{}]"
"APU0000706111",2015,"M10","October","1.43","[{}]"
"APU0000706111",2015,"M09","September","1.415","[{}]"
"APU0000706111",2015,"M08","August","1.428","[{}]"
"APU0000706111",2015,"M07","July","1.487","[{}]"
"APU0000706111",2015,"M06","June","1.515","[{}]"
"APU0000706111",2015,"M05","May","1.483","[{}]"
"APU0000706111",2015,"M04","April","1.539","[{}]"
"APU0000706111",2015,"M03","March","1.545","[{}]"
"APU0000706111",2015,"M02","February","1.55","[{}]"
"APU0000706111",2015,"M01","January","1.546","[{}]"
"APU0000706111",2014,"M12","December","1.541","[{}]"
"APU0000706111",2014,"M11","November","1.533","[{}]"
"APU0000706111",2014,"M10","October","1.549","[{}]"
"APU0000706111",2014,"M09","September","1.543","[{}]"
"APU0000706111",2014,"M08","August","1.572","[{}]"
"APU0000706111",2014,"M07","July","1.495","[{}]"
"APU0000706111",2014,"M06","June","1.503","[{}]"
"APU0000706111",2014,"M05","May","1.556","[{}]"
"APU0000706111",2014,"M04","April","1.53","[{}]"
"APU0000706111",2014,"M03","March","1.544","[{}]"
"APU0000706111",2014,"M02","February","1.504","[{}]"
"APU0000706111",2014,"M01","January","1.529","[{}]"
"APU0000706111",2013,"M12","December","1.52","[{}]"
"APU0000706111",2013,"M11","November","1.518","[{}]"
"APU0000706111",2013,"M10","October","1.543","[{}]"
"APU0000706111",2013,"M09","September","1.528","[{}]"
"APU0000706111",2013,"M08","August","1.489","[{}]"
"APU0000706111",2013,"M07","July","1.484","[{}]"
"APU0000706111",2013,"M06","June","1.509","[{}]"
"APU0000706111",2013,"M05","May","1.466","[{}]"
"APU0000706111",2013,"M04","April","1.473","[{}]"
"APU0000706111",2013,"M03","March","1.471","[{}]"
"APU0000706111",2013,"M02","February","1.456","[{}]"
"APU0000706111",2013,"M01","January","1.497","[{}]"
"APU0000706111",2012,"M12","December","1.482","[{}]"
"APU0000706111",2012,"M11","November","1.512","[{}]"
"APU0000706111",2012,"M10","October","1.53","[{}]"
"APU0000706111",2012,"M09","September","1.455","[{}]"
"APU0000706111",2012,"M08","August","1.433","[{}]"
"APU0000706111",2012,"M07","July","1.454","[{}]"
"APU0000706111",2012,"M06","June","1.39","[{}]"
"APU0000706111",2012,"M05","May","1.347","[{}]"
"APU0000706111",2012,"M04","April","1.401","[{}]"
"APU0000706111",2012,"M03","March","1.372","[{}]"
"APU0000706111",2012,"M02","February","1.356","[{}]"
"APU0000706111",2012,"M01","January","1.334","[{}]"
"APU0000706111",2011,"M12","December","1.34","[{}]"
"APU0000706111",2011,"M11","November","1.304","[{}]"
"APU0000706111",2011,"M10","October","1.312","[{}]"
"APU0000706111",2011,"M09","September","1.294","[{}]"
"APU0000706111",2011,"M08","August","1.296","[{}]"
"APU0000706111",2011,"M07","July","1.306","[{}]"
"APU0000706111",2011,"M06","June","1.305","[{}]"
"APU0000706111",2011,"M05","May","1.302","[{}]"
"APU0000706111",2011,"M04","April","1.261","[{}]"
"APU0000706111",2011,"M03","March","1.269","[{}]"
"APU0000706111",2011,"M02","February","1.266","[{}]"
"APU0000706111",2011,"M01","January","1.241","[{}]"
"APU0000706111",2010,"M12","December","1.28","[{}]"
"APU0000706111",2010,"M11","November","1.277","[{}]"
"APU0000706111",2010,"M10","October","1.302","[{}]"
"APU0000706111",2010,"M09","September","1.276","[{}]"
"APU0000706111",2010,"M08","August","1.254","[{}]"
"APU0000706111",2010,"M07","July","1.28","[{}]"
"APU0000706111",2010,"M06","June","1.239","[{}]"
"APU0000706111",2010,"M05","May","1.259","[{}]"
"APU0000706111",2010,"M04","April","1.23","[{}]"
"APU0000706111",2010,"M03","March","1.231","[{}]"
"APU0000706111",2010,"M02","February","1.265","[{}]"
"APU0000706111",2010,"M01","January","1.265","[{}]"
"APU0000706111",2009,"M12","December","1.267","[{}]"
"APU0000706111",2009,"M11","November","1.256","[{}]"
"APU0000706111",2009,"M10","October","1.244","[{}]"
"APU0000706111",2009,"M09","September","1.258","[{}]"
"APU0000706111",2009,"M08","August","1.287","[{}]"
"APU0000706111",2009,"M07","July","1.261","[{}]"
"APU0000706111",2009,"M06","June","1.282","[{}]"
"APU0000706111",2009,"M05","May","1.304","[{}]"
"APU0000706111",2009,"M04","April","1.296","[{}]"
"APU0000706111",2009,"M03","March","1.301","[{}]"
"APU0000706111",2009,"M02","February","1.29","[{}]"
"APU0000706111",2009,"M01","January","1.292","[{}]"
"APU0000706111",2008,"M12","December","1.305","[{}]"
"APU0000706111",2008,"M11","November","1.304","[{}]"
"APU0000706111",2008,"M10","October","1.205","[{}]"
"APU0000706111",2008,"M09","September","1.214","[{}]"
"APU0000706111",2008,"M08","August","1.223","[{}]"
"APU0000706111",2008,"M07","July","1.191","[{}]"
"APU0000706111",2008,"M06","June","1.181","[{}]"
"APU0000706111",2008,"M05","May","1.194","[{}]"
"APU0000706111",2008,"M04","April","1.176","[{}]"
"APU0000706111",2008,"M03","March","1.168","[{}]"
"APU0000706111",2008,"M02","February","1.159","[{}]"
"APU0000706111",2008,"M01","January","1.163","[{}]"
"APU0000706111",2007,"M12","December","1.166","[{}]"
"APU0000706111",2007,"M11","November","1.161","[{}]"
"APU0000706111",2007,"M10","October","1.135","[{}]"
"APU0000706111",2007,"M09","September","1.142","[{}]"
"APU0000706111",2007,"M08","August","1.145","[{}]"
"APU0000706111",2007,"M07","July","1.13","[{}]"
"APU0000706111",2007,"M06","June","1.134","[{}]"
"APU0000706111",2007,"M05","May","1.118","[{}]"
"APU0000706111",2007,"M04","April","1.115","[{}]"
"APU0000706111",2007,"M03","March","1.064","[{}]"
"APU0000706111",2007,"M02","February","1.039","[{}]"
"APU0000706111",2007,"M01","January","1.033","[{}]"
"APU0000706111",2006,"M12","December","1.057","[{}]"
"APU0000706111",2006,"M11","November","1.049","[{}]"
"APU0000706111",2006,"M10","October","1.038","[{}]"
"APU0000706111",2006,"M09","September","1.063","[{}]"
"APU0000706111",2006,"M08","August","1.048","[{}]"
"APU0000706111",2006,"M07","July","1.04","[{}]"
"APU0000706111",2006,"M06","June","1.055","[{}]"
"APU0000706111",2006,"M05","May","1.034","[{}]"
"APU0000706111",2006,"M04","April","1.054","[{}]"
"APU0000706111",2006,"M03","March","1.047","[{}]"
"APU0000706111",2006,"M02","February","1.045","[{}]"
"APU0000706111",2006,"M01","January","1.062","[{}]"
"APU0000706111",2005,"M12","December","1.061","[{}]"
"APU0000706111",2005,"M11","November","1.059","[{}]"
"APU0000706111",2005,"M10","October","1.062","[{}]"
"APU0000706111",2005,"M09","September","1.056","[{}]"
"APU0000706111",2005,"M08","August","1.042","[{}]"
"APU0000706111",2005,"M07","July","1.067","[{}]"
"APU0000706111",2005,"M06","June","1.075","[{}]"
"APU0000706111",2005,"M05","May","1.052","[{}]"
"APU0000706111",2005,"M04","April","1.07","[{}]"
"APU0000706111",2005,"M03","March","1.061","[{}]"
"APU0000706111",2005,"M02","February","1.038","[{}]"
"APU0000706111",2005,"M01","January","1.026","[{}]"
"APU0000706111",2004,"M12","December","1.03","[{}]"
"APU0000706111",2004,"M11","November","1.039","[{}]"
"APU0000706111",2004,"M10","October","1.078","[{}]"
"APU0000706111",2004,"M09","September","1.078","[{}]"
"APU0000706111",2004,"M08","August","1.092","[{}]"
"APU0000706111",2004,"M07","July","1.077","[{}]"
"APU0000706111",2004,"M06","June","1.06","[{}]"
"APU0000706111",2004,"M05","May","1.039","[{}]"
"APU0000706111",2004,"M04","April","1.12","[{}]"
"APU0000706111",2004,"M03","March","1.1","[{}]"
"APU0000706111",2004,"M02","February","1.06","[{}]"
"APU0000706111",2004,"M01","January","1.062","[{}]"
"APU0000706111",2003,"M12","December","1.05","[{}]"
"APU0000706111",2003,"M11","November","1.068","[{}]"
"APU0000706111",2003,"M10","October","1.022","[{}]"
"APU0000706111",2003,"M09","September","1.022","[{}]"
"APU0000706111",2003,"M08","August","1.023","[{}]"
"APU0000706111",2003,"M07","July","1.027","[{}]"
"APU0000706111",2003,"M06","June","1.033","[{}]"
"APU0000706111",2003,"M05","May","1.031","[{}]"
"APU0000706111",2003,"M04","April","1.053","[{}]"
"APU0000706111",2003,"M03","March","1.049","[{}]"
"APU0000706111",2003,"M02","February","1.031","[{}]"
"APU0000706111",2003,"M01","January","1.004","[{}]"
"APU0000706111",2002,"M12","December","1.048","[{}]"
"APU0000706111",2002,"M11","November","1.044","[{}]"
"APU0000706111",2002,"M10","October","1.027","[{}]"
"APU0000706111",2002,"M09","September","1.074","[{}]"
"APU0000706111",2002,"M08","August","1.035","[{}]"
"APU0000706111",2002,"M07","July","1.077","[{}]"
"APU0000706111",2002,"M06","June","1.066","[{}]"
"APU0000706111",2002,"M05","May","1.094","[{}]"
"APU0000706111",2002,"M04","April","1.11","[{}]"
"APU0000706111",2002,"M03","March","1.11","[{}]"
"APU0000706111",2002,"M02","February","1.111","[{}]"
"APU0000706111",2002,"M01","January","1.091","[{}]"
"APU0000717311",2021,"M12","December","4.965","[{}]"
"APU0000717311",2021,"M11","November","4.816","[{}]"
"APU0000717311",2021,"M10","October","4.8","[{}]"
"APU0000717311",2021,"M09","September","4.733","[{}]"
"APU0000717311",2021,"M08","August","4.726","[{}]"
"APU0000717311",2021,"M07","July","4.562","[{}]"
"APU0000717311",2021,"M06","June","4.605","[{}]"
"APU0000717311",2021,"M05","May","4.566","[{}]"
"APU0000717311",2021,"M04","April","4.752","[{}]"
"APU0000717311",2021,"M03","March","4.671","[{}]"
"APU0000717311",2021,"M02","February","4.673","[{}]"
"APU0000717311",2021,"M01","January","4.591","[{}]"
"APU0000717311",2020,"M12","December","4.52","[{}]"
"APU0000717311",2020,"M11","November","4.485","[{}]"
"APU0000717311",2020,"M10","October","4.522","[{}]"
"APU0000717311",2020,"M09","September","4.487","[{}]"
"APU0000717311",2020,"M08","August","4.504","[{}]"
"APU0000717311",2020,"M07","July","4.536","[{}]"
"APU0000717311",2020,"M06","June","4.517","[{}]"
"APU0000717311",2020,"M05","May","4.466","[{}]"
"APU0000717311",2020,"M04","April","4.396","[{}]"
"APU0000717311",2020,"M03","March","4.334","[{}]"
"APU0000717311",2020,"M02","February","4.25","[{}]"
"APU0000717311",2020,"M01","January","4.174","[{}]"
"APU0000717311",2019,"M12","December","4.053","[{}]"
"APU0000717311",2019,"M11","November","4.197","[{}]"
"APU0000717311",2019,"M10","October","4.174","[{}]"
"APU0000717311",2018,"M09","September","4.306","[{}]"
"APU0000717311",2018,"M05","May","4.294","[{}]"
"APU0000717311",2018,"M04","April","4.313","[{}]"
"APU0000717311",2018,"M03","March","4.343","[{}]"
"APU0000717311",2018,"M02","February","4.267","[{}]"
"APU0000717311",2018,"M01","January","4.291","[{}]"
"APU0000717311",2017,"M12","December","4.285","[{}]"
"APU0000717311",2017,"M11","November","4.324","[{}]"
"APU0000717311",2017,"M10","October","4.327","[{}]"
"APU0000717311",2017,"M09","September","4.323","[{}]"
"APU0000717311",2017,"M08","August","4.373","[{}]"
"APU0000717311",2017,"M07","July","4.335","[{}]"
"APU0000717311",2017,"M06","June","4.545","[{}]"
"APU0000717311",2017,"M05","May","4.597","[{}]"
"APU0000717311",2017,"M04","April","4.622","[{}]"
"APU0000717311",2017,"M03","March","4.65","[{}]"
"APU0000717311",2017,"M02","February","4.583","[{}]"
"APU0000717311",2017,"M01","January","4.468","[{}]"
"APU0000717311",2016,"M12","December","4.281","[{}]"
"APU0000717311",2016,"M11","November","4.306","[{}]"
"APU0000717311",2016,"M10","October","4.309","[{}]"
"APU0000717311",2016,"M09","September","4.372","[{}]"
"APU0000717311",2016,"M08","August","4.316","[{}]"
"APU0000717311",2016,"M07","July","4.428","[{}]"
"APU0000717311",2016,"M06","June","4.481","[{}]"
"APU0000717311",2016,"M05","May","4.443","[{}]"
"APU0000717311",2016,"M04","April","4.428","[{}]"
"APU0000717311",2016,"M03","March","4.405","[{}]"
"APU0000717311",2016,"M02","February","4.447","[{}]"
"APU0000717311",2016,"M01","January","4.498","[{}]"
"APU0000717311",2015,"M12","December","4.486","[{}]"
"APU0000717311",2015,"M11","November","4.412","[{}]"
"APU0000717311",2015,"M10","October","4.609","[{}]"
"APU0000717311",2015,"M09","September","4.669","[{}]"
"APU0000717311",2015,"M08","August","4.808","[{}]"
"APU0000717311",2015,"M07","July","4.79","[{}]"
"APU0000717311",2015,"M06","June","4.686","[{}]"
"APU0000717311",2015,"M05","May","4.715","[{}]"
"APU0000717311",2015,"M04","April","4.99","[{}]"
"APU0000717311",2015,"M03","March","4.827","[{}]"
"APU0000717311",2015,"M02","February","4.91","[{}]"
"APU0000717311",2015,"M01","January","4.738","[{}]"
"APU0000717311",2014,"M12","December","4.59","[{}]"
"APU0000717311",2014,"M11","November","4.713","[{}]"
"APU0000717311",2014,"M10","October","5.032","[{}]"
"APU0000717311",2014,"M09","September","5.215","[{}]"
"APU0000717311",2014,"M08","August","5.167","[{}]"
"APU0000717311",2014,"M07","July","5.099","[{}]"
"APU0000717311",2014,"M06","June","4.67","[{}]"
"APU0000717311",2014,"M05","May","5.153","[{}]"
"APU0000717311",2014,"M04","April","5.204","[{}]"
"APU0000717311",2014,"M03","March","5.005","[{}]"
"APU0000717311",2014,"M02","February","5.002","[{}]"
"APU0000717311",2014,"M01","January","5.025","[{}]"
"APU0000717311",2013,"M12","December","4.948","[{}]"
"APU0000717311",2013,"M11","November","5.04","[{}]"
"APU0000717311",2013,"M10","October","5.149","[{}]"
"APU0000717311",2013,"M09","September","5.091","[{}]"
"APU0000717311",2013,"M08","August","5.214","[{}]"
"APU0000717311",2013,"M07","July","5.394","[{}]"
"APU0000717311",2013,"M06","June","5.588","[{}]"
"APU0000717311",2013,"M05","May","5.678","[{}]"
"APU0000717311",2013,"M04","April","5.674","[{}]"
"APU0000717311",2013,"M03","March","6.014","[{}]"
"APU0000717311",2013,"M02","February","5.742","[{}]"
"APU0000717311",2013,"M01","January","5.902","[{}]"
"APU0000717311",2012,"M12","December","5.921","[{}]"
"APU0000717311",2012,"M11","November","6.066","[{}]"
"APU0000717311",2012,"M10","October","5.888","[{}]"
"APU0000717311",2012,"M09","September","5.693","[{}]"
"APU0000717311",2012,"M08","August","5.693","[{}]"
"APU0000717311",2012,"M07","July","5.723","[{}]"
"APU0000717311",2012,"M06","June","5.582","[{}]"
"APU0000717311",2012,"M05","May","5.596","[{}]"
"APU0000717311",2012,"M04","April","5.513","[{}]"
"APU0000717311",2012,"M03","March","5.558","[{}]"
"APU0000717311",2012,"M02","February","5.382","[{}]"
"APU0000717311",2012,"M01","January","5.497","[{}]"
"APU0000717311",2011,"M12","December","5.437","[{}]"
"APU0000717311",2011,"M11","November","5.636","[{}]"
"APU0000717311",2011,"M10","October","5.511","[{}]"
"APU0000717311",2011,"M09","September","5.651","[{}]"
"APU0000717311",2011,"M08","August","5.766","[{}]"
"APU0000717311",2011,"M07","July","5.547","[{}]"
"APU0000717311",2011,"M06","June","5.234","[{}]"
"APU0000717311",2011,"M05","May","5.129","[{}]"
"APU0000717311",2011,"M04","April","5.101","[{}]"
"APU0000717311",2011,"M03","March","4.642","[{}]"
"APU0000717311",2011,"M02","February","4.218","[{}]"
"APU0000717311",2011,"M01","January","4.417","[{}]"
"APU0000717311",2010,"M12","December","4.146","[{}]"
"APU0000717311",2010,"M11","November","4.467","[{}]"
"APU0000717311",2010,"M10","October","4.175","[{}]"
"APU0000717311",2010,"M09","September","4.174","[{}]"
"APU0000717311",2010,"M08","August","3.935","[{}]"
"APU0000717311",2010,"M07","July","3.857","[{}]"
"APU0000717311",2010,"M06","June","3.697","[{}]"
"APU0000717311",2010,"M05","May","3.664","[{}]"
"APU0000717311",2010,"M04","April","3.641","[{}]"
"APU0000717311",2010,"M03","March","3.565","[{}]"
"APU0000717311",2010,"M02","February","3.736","[{}]"
"APU0000717311",2010,"M01","January","3.811","[{}]"
"APU0000717311",2009,"M12","December","3.669","[{}]"
"APU0000717311",2007,"M12","December","3.685","[{}]"
"APU0000717311",2007,"M11","November","3.607","[{}]"
"APU0000717311",2007,"M08","August","3.497","[{}]"
"APU0000717311",2007,"M07","July","3.529","[{}]"
"APU0000717311",2007,"M06","June","3.407","[{}]"
"APU0000717311",2007,"M05","May","3.308","[{}]"
"APU0000717311",2007,"M04","April","3.437","[{}]"
"APU0000717311",2007,"M03","March","3.475","[{}]"
"APU0000717311",2007,"M02","February","3.456","[{}]"
"APU0000717311",2007,"M01","January","3.288","[{}]"
"APU0000717311",2006,"M12","December","3.113","[{}]"
"APU0000717311",2006,"M11","November","3.158","[{}]"
"APU0000717311",2006,"M10","October","3.138","[{}]"
"APU0000717311",2006,"M09","September","3.173","[{}]"
"APU0000717311",2006,"M08","August","3.196","[{}]"
"APU0000717311",2006,"M07","July","3.154","[{}]"
"APU0000717311",2006,"M06","June","3.158","[{}]"
"APU0000717311",2006,"M05","May","3.349","[{}]"
"APU0000717311",2006,"M04","April","3.292","[{}]"
"APU0000717311",2006,"M03","March","3.301","[{}]"
"APU0000717311",2006,"M02","February","3.174","[{}]"
"APU0000717311",2006,"M01","January","3.232","[{}]"
"APU0000717311",2005,"M12","December","3.235","[{}]"
"APU0000717311",2005,"M11","November","3.293","[{}]"
"APU0000717311",2005,"M10","October","3.447","[{}]"
"APU0000717311",2005,"M09","September","3.376","[{}]"
"APU0000717311",2005,"M08","August","3.482","[{}]"
"APU0000717311",2005,"M07","July","3.334","[{}]"
"APU0000717311",2005,"M06","June","3.416","[{}]"
"APU0000717311",2005,"M05","May","3.329","[{}]"
"APU0000717311",2005,"M04","April","3.24","[{}]"
"APU0000717311",2005,"M03","March","3.009","[{}]"
"APU0000717311",2005,"M02","February","2.94","[{}]"
"APU0000717311",2005,"M01","January","3.049","[{}]"
"APU0000717311",2004,"M12","December","2.776","[{}]"
"APU0000717311",2004,"M11","November","2.778","[{}]"
"APU0000717311",2004,"M10","October","2.84","[{}]"
"APU0000717311",2004,"M09","September","2.874","[{}]"
"APU0000717311",2004,"M08","August","2.878","[{}]"
"APU0000717311",2004,"M07","July","2.878","[{}]"
"APU0000717311",2004,"M06","June","2.75","[{}]"
"APU0000717311",2004,"M05","May","2.831","[{}]"
"APU0000717311",2004,"M04","April","2.908","[{}]"
"APU0000717311",2004,"M03","March","2.932","[{}]"
"APU0000717311",2004,"M02","February","2.856","[{}]"
"APU0000717311",2004,"M01","January","2.892","[{}]"
"APU0000717311",2003,"M12","December","2.875","[{}]"
