"seriesid","year","period","period_name","value","footnotes"
"JTS540099000000000JOL",2006,"M10","October","844","[{}]"
"JTS540099000000000JOL",2006,"M09","September","911","[{}]"
"JTS540099000000000JOL",2006,"M08","August","948","[{}]"
"JTS540099000000000JOL",2006,"M07","July","949","[{}]"
"JTS540099000000000JOL",2006,"M06","June","919","[{}]"
"JTS540099000000000JOL",2006,"M05","May","855","[{}]"
"JTS540099000000000JOL",2006,"M04","April","923","[{}]"
"JTS540099000000000JOL",2006,"M03","March","853","[{}]"
"JTS540099000000000JOL",2006,"M02","February","770","[{}]"
"JTS540099000000000JOL",2006,"M01","January","748","[{}]"
"JTS540099000000000JOL",2005,"M12","December","750","[{}]"
"JTS540099000000000JOL",2005,"M11","November","783","[{}]"
"JTS540099000000000JOL",2005,"M10","October","705","[{}]"
"JTS540099000000000JOL",2005,"M09","September","818","[{}]"
"JTS540099000000000JOL",2005,"M08","August","777","[{}]"
"JTS540099000000000JOL",2005,"M07","July","837","[{}]"
"JTS540099000000000JOL",2005,"M06","June","764","[{}]"
"JTS540099000000000JOL",2005,"M05","May","663","[{}]"
"JTS540099000000000JOL",2005,"M04","April","714","[{}]"
"JTS540099000000000JOL",2005,"M03","March","736","[{}]"
"JTS540099000000000JOL",2005,"M02","February","750","[{}]"
"JTS540099000000000JOL",2005,"M01","January","732","[{}]"
"JTS540099000000000JOL",2004,"M12","December","881","[{}]"
"JTS540099000000000JOL",2004,"M11","November","673","[{}]"
"JTS540099000000000JOL",2004,"M10","October","777","[{}]"
"JTS540099000000000JOL",2004,"M09","September","679","[{}]"
"JTS540099000000000JOL",2004,"M08","August","642","[{}]"
"JTS540099000000000JOL",2004,"M07","July","686","[{}]"
"JTS540099000000000JOL",2004,"M06","June","584","[{}]"
"JTS540099000000000JOL",2004,"M05","May","676","[{}]"
"JTS540099000000000JOL",2004,"M04","April","624","[{}]"
"JTS540099000000000JOL",2004,"M03","March","570","[{}]"
"JTS540099000000000JOL",2004,"M02","February","620","[{}]"
"JTS540099000000000JOL",2004,"M01","January","556","[{}]"
"JTS540099000000000JOL",2003,"M12","December","634","[{}]"
"JTS540099000000000JOL",2003,"M11","November","627","[{}]"
"JTS540099000000000JOL",2003,"M10","October","585","[{}]"
"JTS540099000000000JOL",2003,"M09","September","583","[{}]"
"JTS540099000000000JOL",2003,"M08","August","609","[{}]"
"JTS540099000000000JOL",2003,"M07","July","538","[{}]"
"JTS540099000000000JOL",2003,"M06","June","660","[{}]"
"JTS540099000000000JOL",2003,"M05","May","640","[{}]"
"JTS540099000000000JOL",2003,"M04","April","523","[{}]"
"JTS540099000000000JOL",2003,"M03","March","575","[{}]"
"JTS540099000000000JOL",2003,"M02","February","623","[{}]"
"JTS540099000000000JOL",2003,"M01","January","684","[{}]"
"JTS540099000000000JOL",2002,"M12","December","559","[{}]"
"JTS540099000000000JOL",2002,"M11","November","590","[{}]"
"JTS540099000000000JOL",2002,"M10","October","645","[{}]"
"JTS540099000000000JOL",2002,"M09","September","572","[{}]"
"JTS540099000000000JOL",2002,"M08","August","617","[{}]"
"JTS540099000000000JOL",2002,"M07","July","543","[{}]"
"JTS540099000000000JOL",2002,"M06","June","514","[{}]"
"JTS540099000000000JOL",2002,"M05","May","567","[{}]"
"JTS540099000000000JOL",2002,"M04","April","541","[{}]"
"JTS540099000000000JOL",2002,"M03","March","548","[{}]"
"JTS540099000000000JOL",2002,"M02","February","418","[{}]"
"JTS540099000000000JOL",2002,"M01","January","592","[{}]"
"JTS600000000000000JOL",2021,"M12","December","2131","[{}]"
"JTS600000000000000JOL",2021,"M11","November","2094","[{}]"
"JTS600000000000000JOL",2021,"M10","October","2100","[{}]"
"JTS600000000000000JOL",2021,"M09","September","1914","[{}]"
"JTS600000000000000JOL",2021,"M08","August","1805","[{}]"
"JTS600000000000000JOL",2021,"M07","July","1846","[{}]"
"JTS600000000000000JOL",2021,"M06","June","1783","[{}]"
"JTS600000000000000JOL",2021,"M05","May","1775","[{}]"
"JTS600000000000000JOL",2021,"M04","April","1574","[{}]"
"JTS600000000000000JOL",2021,"M03","March","1492","[{}]"
"JTS600000000000000JOL",2021,"M02","February","1611","[{}]"
"JTS600000000000000JOL",2021,"M01","January","1334","[{}]"
"JTS600000000000000JOL",2020,"M12","December","1240","[{}]"
"JTS600000000000000JOL",2020,"M11","November","1315","[{}]"
"JTS600000000000000JOL",2020,"M10","October","1357","[{}]"
"JTS600000000000000JOL",2020,"M09","September","1217","[{}]"
"JTS600000000000000JOL",2020,"M08","August","1223","[{}]"
"JTS600000000000000JOL",2020,"M07","July","1169","[{}]"
"JTS600000000000000JOL",2020,"M06","June","1123","[{}]"
"JTS600000000000000JOL",2020,"M05","May","998","[{}]"
"JTS600000000000000JOL",2020,"M04","April","957","[{}]"
"JTS600000000000000JOL",2020,"M03","March","1190","[{}]"
"JTS600000000000000JOL",2020,"M02","February","1251","[{}]"
"JTS600000000000000JOL",2020,"M01","January","1339","[{}]"
"JTS600000000000000JOL",2019,"M12","December","1241","[{}]"
"JTS600000000000000JOL",2019,"M11","November","1292","[{}]"
"JTS600000000000000JOL",2019,"M10","October","1301","[{}]"
"JTS600000000000000JOL",2019,"M09","September","1236","[{}]"
"JTS600000000000000JOL",2019,"M08","August","1327","[{}]"
"JTS600000000000000JOL",2019,"M07","July","1294","[{}]"
"JTS600000000000000JOL",2019,"M06","June","1303","[{}]"
"JTS600000000000000JOL",2019,"M05","May","1363","[{}]"
"JTS600000000000000JOL",2019,"M04","April","1399","[{}]"
"JTS600000000000000JOL",2019,"M03","March","1350","[{}]"
"JTS600000000000000JOL",2019,"M02","February","1215","[{}]"
"JTS600000000000000JOL",2019,"M01","January","1360","[{}]"
"JTS600000000000000JOL",2018,"M12","December","1321","[{}]"
"JTS600000000000000JOL",2018,"M11","November","1258","[{}]"
"JTS600000000000000JOL",2018,"M10","October","1242","[{}]"
"JTS600000000000000JOL",2018,"M09","September","1281","[{}]"
"JTS600000000000000JOL",2018,"M08","August","1249","[{}]"
"JTS600000000000000JOL",2018,"M07","July","1232","[{}]"
"JTS600000000000000JOL",2018,"M06","June","1257","[{}]"
"JTS600000000000000JOL",2018,"M05","May","1204","[{}]"
"JTS600000000000000JOL",2018,"M04","April","1215","[{}]"
"JTS600000000000000JOL",2018,"M03","March","1231","[{}]"
"JTS600000000000000JOL",2018,"M02","February","1187","[{}]"
"JTS600000000000000JOL",2018,"M01","January","1154","[{}]"
"JTS600000000000000JOL",2017,"M12","December","1163","[{}]"
"JTS600000000000000JOL",2017,"M11","November","1118","[{}]"
"JTS600000000000000JOL",2017,"M10","October","1136","[{}]"
"JTS600000000000000JOL",2017,"M09","September","1146","[{}]"
"JTS600000000000000JOL",2017,"M08","August","1167","[{}]"
"JTS600000000000000JOL",2017,"M07","July","1156","[{}]"
"JTS600000000000000JOL",2017,"M06","June","1169","[{}]"
"JTS600000000000000JOL",2017,"M05","May","1101","[{}]"
"JTS600000000000000JOL",2017,"M04","April","1108","[{}]"
"JTS600000000000000JOL",2017,"M03","March","1122","[{}]"
"JTS600000000000000JOL",2017,"M02","February","1238","[{}]"
"JTS600000000000000JOL",2017,"M01","January","1152","[{}]"
"JTS600000000000000JOL",2016,"M12","December","1200","[{}]"
"JTS600000000000000JOL",2016,"M11","November","1197","[{}]"
"JTS600000000000000JOL",2016,"M10","October","1238","[{}]"
"JTS600000000000000JOL",2016,"M09","September","1110","[{}]"
"JTS600000000000000JOL",2016,"M08","August","1054","[{}]"
"JTS600000000000000JOL",2016,"M07","July","1118","[{}]"
"JTS600000000000000JOL",2016,"M06","June","1070","[{}]"
"JTS600000000000000JOL",2016,"M05","May","1098","[{}]"
"JTS600000000000000JOL",2016,"M04","April","1105","[{}]"
"JTS600000000000000JOL",2016,"M03","March","1079","[{}]"
"JTS600000000000000JOL",2016,"M02","February","1020","[{}]"
"JTS600000000000000JOL",2016,"M01","January","1179","[{}]"
"JTS600000000000000JOL",2015,"M12","December","1065","[{}]"
"JTS600000000000000JOL",2015,"M11","November","1101","[{}]"
"JTS600000000000000JOL",2015,"M10","October","1076","[{}]"
"JTS600000000000000JOL",2015,"M09","September","1077","[{}]"
"JTS600000000000000JOL",2015,"M08","August","1040","[{}]"
"JTS600000000000000JOL",2015,"M07","July","1171","[{}]"
"JTS600000000000000JOL",2015,"M06","June","1005","[{}]"
"JTS600000000000000JOL",2015,"M05","May","986","[{}]"
"JTS600000000000000JOL",2015,"M04","April","1004","[{}]"
"JTS600000000000000JOL",2015,"M03","March","907","[{}]"
"JTS600000000000000JOL",2015,"M02","February","927","[{}]"
"JTS600000000000000JOL",2015,"M01","January","918","[{}]"
"JTS600000000000000JOL",2014,"M12","December","941","[{}]"
"JTS600000000000000JOL",2014,"M11","November","800","[{}]"
"JTS600000000000000JOL",2014,"M10","October","891","[{}]"
"JTS600000000000000JOL",2014,"M09","September","885","[{}]"
"JTS600000000000000JOL",2014,"M08","August","930","[{}]"
"JTS600000000000000JOL",2014,"M07","July","869","[{}]"
"JTS600000000000000JOL",2014,"M06","June","849","[{}]"
"JTS600000000000000JOL",2014,"M05","May","817","[{}]"
"JTS600000000000000JOL",2014,"M04","April","723","[{}]"
"JTS600000000000000JOL",2014,"M03","March","759","[{}]"
"JTS600000000000000JOL",2014,"M02","February","733","[{}]"
"JTS600000000000000JOL",2014,"M01","January","705","[{}]"
"JTS600000000000000JOL",2013,"M12","December","618","[{}]"
"JTS600000000000000JOL",2013,"M11","November","662","[{}]"
"JTS600000000000000JOL",2013,"M10","October","683","[{}]"
"JTS600000000000000JOL",2013,"M09","September","677","[{}]"
"JTS600000000000000JOL",2013,"M08","August","753","[{}]"
"JTS600000000000000JOL",2013,"M07","July","644","[{}]"
"JTS600000000000000JOL",2013,"M06","June","684","[{}]"
"JTS600000000000000JOL",2013,"M05","May","686","[{}]"
"JTS600000000000000JOL",2013,"M04","April","716","[{}]"
"JTS600000000000000JOL",2013,"M03","March","713","[{}]"
"JTS600000000000000JOL",2013,"M02","February","692","[{}]"
"JTS600000000000000JOL",2013,"M01","January","628","[{}]"
"JTS600000000000000JOL",2012,"M12","December","712","[{}]"
"JTS600000000000000JOL",2012,"M11","November","735","[{}]"
"JTS600000000000000JOL",2012,"M10","October","704","[{}]"
"JTS600000000000000JOL",2012,"M09","September","718","[{}]"
"JTS600000000000000JOL",2012,"M08","August","662","[{}]"
"JTS600000000000000JOL",2012,"M07","July","681","[{}]"
"JTS600000000000000JOL",2012,"M06","June","762","[{}]"
"JTS600000000000000JOL",2012,"M05","May","724","[{}]"
"JTS600000000000000JOL",2012,"M04","April","680","[{}]"
"JTS600000000000000JOL",2012,"M03","March","693","[{}]"
"JTS600000000000000JOL",2012,"M02","February","681","[{}]"
"JTS600000000000000JOL",2012,"M01","January","679","[{}]"
"JTS600000000000000JOL",2011,"M12","December","635","[{}]"
"JTS600000000000000JOL",2011,"M11","November","642","[{}]"
"JTS600000000000000JOL",2011,"M10","October","633","[{}]"
"JTS600000000000000JOL",2011,"M09","September","618","[{}]"
"JTS600000000000000JOL",2011,"M08","August","645","[{}]"
"JTS600000000000000JOL",2011,"M07","July","632","[{}]"
"JTS600000000000000JOL",2011,"M06","June","619","[{}]"
"JTS600000000000000JOL",2011,"M05","May","583","[{}]"
"JTS600000000000000JOL",2011,"M04","April","604","[{}]"
"JTS600000000000000JOL",2011,"M03","March","606","[{}]"
"JTS600000000000000JOL",2011,"M02","February","574","[{}]"
"JTS600000000000000JOL",2011,"M01","January","547","[{}]"
"JTS600000000000000JOL",2010,"M12","December","551","[{}]"
"JTS600000000000000JOL",2010,"M11","November","557","[{}]"
"JTS600000000000000JOL",2010,"M10","October","627","[{}]"
"JTS600000000000000JOL",2010,"M09","September","522","[{}]"
"JTS600000000000000JOL",2010,"M08","August","491","[{}]"
"JTS600000000000000JOL",2010,"M07","July","536","[{}]"
"JTS600000000000000JOL",2010,"M06","June","461","[{}]"
"JTS600000000000000JOL",2010,"M05","May","507","[{}]"
"JTS600000000000000JOL",2010,"M04","April","514","[{}]"
"JTS600000000000000JOL",2010,"M03","March","535","[{}]"
"JTS600000000000000JOL",2010,"M02","February","524","[{}]"
"JTS600000000000000JOL",2010,"M01","January","618","[{}]"
"JTS600000000000000JOL",2009,"M12","December","547","[{}]"
"JTS600000000000000JOL",2009,"M11","November","514","[{}]"
"JTS600000000000000JOL",2009,"M10","October","527","[{}]"
"JTS600000000000000JOL",2009,"M09","September","546","[{}]"
"JTS600000000000000JOL",2009,"M08","August","540","[{}]"
"JTS600000000000000JOL",2009,"M07","July","533","[{}]"
"JTS600000000000000JOL",2009,"M06","June","526","[{}]"
"JTS600000000000000JOL",2009,"M05","May","527","[{}]"
"JTS600000000000000JOL",2009,"M04","April","513","[{}]"
"JTS600000000000000JOL",2009,"M03","March","514","[{}]"
"JTS600000000000000JOL",2009,"M02","February","554","[{}]"
"JTS600000000000000JOL",2009,"M01","January","587","[{}]"
"JTS600000000000000JOL",2008,"M12","December","621","[{}]"
"JTS600000000000000JOL",2008,"M11","November","673","[{}]"
"JTS600000000000000JOL",2008,"M10","October","665","[{}]"
"JTS600000000000000JOL",2008,"M09","September","611","[{}]"
"JTS600000000000000JOL",2008,"M08","August","700","[{}]"
"JTS600000000000000JOL",2008,"M07","July","765","[{}]"
"JTS600000000000000JOL",2008,"M06","June","761","[{}]"
"JTS600000000000000JOL",2008,"M05","May","734","[{}]"
"JTS600000000000000JOL",2008,"M04","April","715","[{}]"
"JTS600000000000000JOL",2008,"M03","March","795","[{}]"
"JTS600000000000000JOL",2008,"M02","February","806","[{}]"
"JTS600000000000000JOL",2008,"M01","January","746","[{}]"
"JTS600000000000000JOL",2007,"M12","December","781","[{}]"
"JTS600000000000000JOL",2007,"M11","November","768","[{}]"
"JTS600000000000000JOL",2007,"M10","October","745","[{}]"
"JTS600000000000000JOL",2007,"M09","September","871","[{}]"
"JTS600000000000000JOL",2007,"M08","August","802","[{}]"
"JTS600000000000000JOL",2007,"M07","July","735","[{}]"
"JTS600000000000000JOL",2007,"M06","June","819","[{}]"
"JTS600000000000000JOL",2007,"M05","May","815","[{}]"
"JTS600000000000000JOL",2007,"M04","April","779","[{}]"
"JTS600000000000000JOL",2007,"M03","March","768","[{}]"
"JTS600000000000000JOL",2007,"M02","February","725","[{}]"
"JTS600000000000000JOL",2007,"M01","January","757","[{}]"
"JTS600000000000000JOL",2006,"M12","December","767","[{}]"
"JTS600000000000000JOL",2006,"M11","November","810","[{}]"
"JTS600000000000000JOL",2006,"M10","October","776","[{}]"
"JTS600000000000000JOL",2006,"M09","September","765","[{}]"
"JTS600000000000000JOL",2006,"M08","August","766","[{}]"
"JTS600000000000000JOL",2006,"M07","July","630","[{}]"
"JTS600000000000000JOL",2006,"M06","June","719","[{}]"
"JTS600000000000000JOL",2006,"M05","May","691","[{}]"
"JTS600000000000000JOL",2006,"M04","April","728","[{}]"
"JTS600000000000000JOL",2006,"M03","March","723","[{}]"
"JTS600000000000000JOL",2006,"M02","February","746","[{}]"
"JTS600000000000000JOL",2006,"M01","January","735","[{}]"
"JTS600000000000000JOL",2005,"M12","December","691","[{}]"
"JTS600000000000000JOL",2005,"M11","November","679","[{}]"
"JTS600000000000000JOL",2005,"M10","October","689","[{}]"
"JTS600000000000000JOL",2005,"M09","September","719","[{}]"
"JTS600000000000000JOL",2005,"M08","August","693","[{}]"
"JTS600000000000000JOL",2005,"M07","July","699","[{}]"
"JTS600000000000000JOL",2005,"M06","June","695","[{}]"
"JTS600000000000000JOL",2005,"M05","May","697","[{}]"
"JTS600000000000000JOL",2005,"M04","April","666","[{}]"
"JTS600000000000000JOL",2005,"M03","March","689","[{}]"
"JTS600000000000000JOL",2005,"M02","February","632","[{}]"
"JTS600000000000000JOL",2005,"M01","January","610","[{}]"
"JTS600000000000000JOL",2004,"M12","December","656","[{}]"
"JTS600000000000000JOL",2004,"M11","November","626","[{}]"
"JTS600000000000000JOL",2004,"M10","October","671","[{}]"
"JTS600000000000000JOL",2004,"M09","September","603","[{}]"
"JTS600000000000000JOL",2004,"M08","August","601","[{}]"
"JTS600000000000000JOL",2004,"M07","July","611","[{}]"
"JTS600000000000000JOL",2004,"M06","June","538","[{}]"
"JTS600000000000000JOL",2004,"M05","May","625","[{}]"
"JTS600000000000000JOL",2004,"M04","April","625","[{}]"
"JTS600000000000000JOL",2004,"M03","March","634","[{}]"
"JTS600000000000000JOL",2004,"M02","February","611","[{}]"
"JTS600000000000000JOL",2004,"M01","January","613","[{}]"
"JTS600000000000000JOL",2003,"M12","December","565","[{}]"
"JTS600000000000000JOL",2003,"M11","November","582","[{}]"
"JTS600000000000000JOL",2003,"M10","October","612","[{}]"
"JTS600000000000000JOL",2003,"M09","September","551","[{}]"
"JTS600000000000000JOL",2003,"M08","August","562","[{}]"
"JTS600000000000000JOL",2003,"M07","July","540","[{}]"
"JTS600000000000000JOL",2003,"M06","June","603","[{}]"
"JTS600000000000000JOL",2003,"M05","May","651","[{}]"
"JTS600000000000000JOL",2003,"M04","April","611","[{}]"
"JTS600000000000000JOL",2003,"M03","March","582","[{}]"
"JTS600000000000000JOL",2003,"M02","February","594","[{}]"
"JTS600000000000000JOL",2003,"M01","January","640","[{}]"
"JTS600000000000000JOL",2002,"M12","December","635","[{}]"
"JTS600000000000000JOL",2002,"M11","November","762","[{}]"
"JTS600000000000000JOL",2002,"M10","October","657","[{}]"
"JTS600000000000000JOL",2002,"M09","September","712","[{}]"
"JTS600000000000000JOL",2002,"M08","August","710","[{}]"
"JTS600000000000000JOL",2002,"M07","July","689","[{}]"
"JTS600000000000000JOL",2002,"M06","June","760","[{}]"
"JTS600000000000000JOL",2002,"M05","May","654","[{}]"
"JTS600000000000000JOL",2002,"M04","April","702","[{}]"
"JTS600000000000000JOL",2002,"M03","March","718","[{}]"
"JTS600000000000000JOL",2002,"M02","February","766","[{}]"
"JTS600000000000000JOL",2002,"M01","January","756","[{}]"
"JTS700000000000000JOL",2021,"M12","December","1702","[{}]"
"JTS700000000000000JOL",2021,"M11","November","1612","[{}]"
"JTS700000000000000JOL",2021,"M10","October","1650","[{}]"
"JTS700000000000000JOL",2021,"M09","September","1584","[{}]"
"JTS700000000000000JOL",2021,"M08","August","1717","[{}]"
"JTS700000000000000JOL",2021,"M07","July","1771","[{}]"
"JTS700000000000000JOL",2021,"M06","June","1573","[{}]"
"JTS700000000000000JOL",2021,"M05","May","1408","[{}]"
"JTS700000000000000JOL",2021,"M04","April","1304","[{}]"
"JTS700000000000000JOL",2021,"M03","March","1103","[{}]"
"JTS700000000000000JOL",2021,"M02","February","960","[{}]"
