"seriesid","series","state","survey","is_adjusted"
"SMS41000007000000001","Leisure and Hospitality","Oregon","CES",True
"SMS41000008000000001","Other Services","Oregon","CES",True
"SMS41000009000000001","Government","Oregon","CES",True
"SMU41000000000000001","Total Nonfarm","Oregon","CES",False
"SMU41000001000000001","Mining and Logging","Oregon","CES",False
"SMU41000001500000001","Mining, Logging, and Construction","Oregon","CES",False
"SMU41000002000000001","Construction","Oregon","CES",False
"SMU41000003000000001","Manufacturing","Oregon","CES",False
"SMU41000004000000001","Trade, Transportation, and Utilities","Oregon","CES",False
"SMU41000005000000001","Information","Oregon","CES",False
"SMU41000005500000001","Financial Activities","Oregon","CES",False
"SMU41000006000000001","Professional and Business Services","Oregon","CES",False
"SMU41000006500000001","Education and Health Services","Oregon","CES",False
"SMU41000007000000001","Leisure and Hospitality","Oregon","CES",False
"SMU41000008000000001","Other Services","Oregon","CES",False
"SMU41000009000000001","Government","Oregon","CES",False
"SMS42000000000000001","Total Nonfarm","Pennsylvania","CES",True
"SMS42000001000000001","Mining and Logging","Pennsylvania","CES",True
"SMS42000001500000001","Mining, Logging, and Construction","Pennsylvania","CES",True
"SMS42000002000000001","Construction","Pennsylvania","CES",True
"SMS42000003000000001","Manufacturing","Pennsylvania","CES",True
"SMS42000004000000001","Trade, Transportation, and Utilities","Pennsylvania","CES",True
"SMS42000005000000001","Information","Pennsylvania","CES",True
"SMS42000005500000001","Financial Activities","Pennsylvania","CES",True
"SMS42000006000000001","Professional and Business Services","Pennsylvania","CES",True
"SMS42000006500000001","Education and Health Services","Pennsylvania","CES",True
"SMS42000007000000001","Leisure and Hospitality","Pennsylvania","CES",True
"SMS42000008000000001","Other Services","Pennsylvania","CES",True
"SMS42000009000000001","Government","Pennsylvania","CES",True
"SMU42000000000000001","Total Nonfarm","Pennsylvania","CES",False
"SMU42000001000000001","Mining and Logging","Pennsylvania","CES",False
"SMU42000001500000001","Mining, Logging, and Construction","Pennsylvania","CES",False
"SMU42000002000000001","Construction","Pennsylvania","CES",False
"SMU42000003000000001","Manufacturing","Pennsylvania","CES",False
"SMU42000004000000001","Trade, Transportation, and Utilities","Pennsylvania","CES",False
"SMU42000005000000001","Information","Pennsylvania","CES",False
"SMU42000005500000001","Financial Activities","Pennsylvania","CES",False
"SMU42000006000000001","Professional and Business Services","Pennsylvania","CES",False
"SMU42000006500000001","Education and Health Services","Pennsylvania","CES",False
"SMU42000007000000001","Leisure and Hospitality","Pennsylvania","CES",False
"SMU42000008000000001","Other Services","Pennsylvania","CES",False
"SMU42000009000000001","Government","Pennsylvania","CES",False
"SMS72000000000000001","Total Nonfarm","Puerto Rico","CES",True
"SMS72000001000000001","Mining and Logging","Puerto Rico","CES",True
"SMS72000001500000001","Mining, Logging, and Construction","Puerto Rico","CES",True
"SMS72000002000000001","Construction","Puerto Rico","CES",True
"SMS72000003000000001","Manufacturing","Puerto Rico","CES",True
"SMS72000003100000001","Durable Goods","Puerto Rico","CES",True
"SMS72000003200000001","Non-Durable Goods","Puerto Rico","CES",True
"SMS72000004000000001","Trade, Transportation, and Utilities","Puerto Rico","CES",True
"SMS72000005000000001","Information","Puerto Rico","CES",True
"SMS72000005500000001","Financial Activities","Puerto Rico","CES",True
"SMS72000006000000001","Professional and Business Services","Puerto Rico","CES",True
"SMS72000006500000001","Education and Health Services","Puerto Rico","CES",True
"SMS72000007000000001","Leisure and Hospitality","Puerto Rico","CES",True
"SMS72000008000000001","Other Services","Puerto Rico","CES",True
"SMS72000009000000001","Government","Puerto Rico","CES",True
"SMU72000000000000001","Total Nonfarm","Puerto Rico","CES",False
"SMU72000001000000001","Mining and Logging","Puerto Rico","CES",False
"SMU72000001500000001","Mining, Logging, and Construction","Puerto Rico","CES",False
"SMU72000002000000001","Construction","Puerto Rico","CES",False
"SMU72000003000000001","Manufacturing","Puerto Rico","CES",False
"SMU72000004000000001","Trade, Transportation, and Utilities","Puerto Rico","CES",False
"SMU72000005000000001","Information","Puerto Rico","CES",False
"SMU72000005500000001","Financial Activities","Puerto Rico","CES",False
"SMU72000006000000001","Professional and Business Services","Puerto Rico","CES",False
"SMU72000006500000001","Education and Health Services","Puerto Rico","CES",False
"SMU72000007000000001","Leisure and Hospitality","Puerto Rico","CES",False
"SMU72000008000000001","Other Services","Puerto Rico","CES",False
"SMU72000009000000001","Government","Puerto Rico","CES",False
"SMS44000000000000001","Total Nonfarm","Rhode Island","CES",True
"SMS44000001000000001","Mining and Logging","Rhode Island","CES",True
"SMS44000001500000001","Mining, Logging, and Construction","Rhode Island","CES",True
"SMS44000002000000001","Construction","Rhode Island","CES",True
"SMS44000003000000001","Manufacturing","Rhode Island","CES",True
"SMS44000004000000001","Trade, Transportation, and Utilities","Rhode Island","CES",True
"SMS44000005000000001","Information","Rhode Island","CES",True
"SMS44000005500000001","Financial Activities","Rhode Island","CES",True
"SMS44000006000000001","Professional and Business Services","Rhode Island","CES",True
"SMS44000006500000001","Education and Health Services","Rhode Island","CES",True
"SMS44000007000000001","Leisure and Hospitality","Rhode Island","CES",True
"SMS44000008000000001","Other Services","Rhode Island","CES",True
"SMS44000009000000001","Government","Rhode Island","CES",True
"SMU44000000000000001","Total Nonfarm","Rhode Island","CES",False
"SMU44000001000000001","Mining and Logging","Rhode Island","CES",False
"SMU44000001500000001","Mining, Logging, and Construction","Rhode Island","CES",False
"SMU44000002000000001","Construction","Rhode Island","CES",False
"SMU44000003000000001","Manufacturing","Rhode Island","CES",False
"SMU44000004000000001","Trade, Transportation, and Utilities","Rhode Island","CES",False
"SMU44000005000000001","Information","Rhode Island","CES",False
"SMU44000005500000001","Financial Activities","Rhode Island","CES",False
"SMU44000006000000001","Professional and Business Services","Rhode Island","CES",False
"SMU44000006500000001","Education and Health Services","Rhode Island","CES",False
"SMU44000007000000001","Leisure and Hospitality","Rhode Island","CES",False
"SMU44000008000000001","Other Services","Rhode Island","CES",False
"SMU44000009000000001","Government","Rhode Island","CES",False
"SMS45000000000000001","Total Nonfarm","South Carolina","CES",True
"SMS45000001000000001","Mining and Logging","South Carolina","CES",True
"SMS45000001500000001","Mining, Logging, and Construction","South Carolina","CES",True
"SMS45000002000000001","Construction","South Carolina","CES",True
"SMS45000003000000001","Manufacturing","South Carolina","CES",True
"SMS45000003100000001","urable Goods","South Carolina","CES",True
"SMS45000004000000001","Trade, Transportation, and Utilities","South Carolina","CES",True
"SMS45000004100000001","Wholesale Trade","South Carolina","CES",True
"SMS45000005500000001","Financial Activities","South Carolina","CES",True
"SMS45000006000000001","Professional and Business Services","South Carolina","CES",True
"SMS45000006500000001","Education and Health Services","South Carolina","CES",True
"SMS45000007000000001","Leisure and Hospitality","South Carolina","CES",True
"SMS45000009000000001","Government","South Carolina","CES",True
"SMU45000000000000001","Total Nonfarm","South Carolina","CES",False
"SMU45000001000000001","Mining and Logging","South Carolina","CES",False
"SMU45000001500000001","Mining, Logging, and Construction","South Carolina","CES",False
"SMU45000002000000001","Construction","South Carolina","CES",False
"SMU45000003000000001","Manufacturing","South Carolina","CES",False
"SMU45000004000000001","Trade, Transportation, and Utilities","South Carolina","CES",False
"SMU45000005000000001","Information","South Carolina","CES",False
"SMU45000005500000001","Financial Activities","South Carolina","CES",False
"SMU45000006000000001","Professional and Business Services","South Carolina","CES",False
"SMU45000006500000001","Education and Health Services","South Carolina","CES",False
"SMU45000007000000001","Leisure and Hospitality","South Carolina","CES",False
"SMU45000008000000001","Other Services","South Carolina","CES",False
"SMU45000009000000001","Government","South Carolina","CES",False
"SMS46000000000000001","Total Nonfarm","South Dakota","CES",True
"SMS46000001000000001","Mining and Logging","South Dakota","CES",True
"SMS46000001500000001","Mining, Logging, and Construction","South Dakota","CES",True
"SMS46000002000000001","Construction","South Dakota","CES",True
"SMS46000003000000001","Manufacturing","South Dakota","CES",True
"SMS46000004000000001","Trade, Transportation, and Utilities","South Dakota","CES",True
"SMS46000005500000001","Financial Activities","South Dakota","CES",True
"SMS46000006000000001","Professional and Business Services","South Dakota","CES",True
"SMS46000006500000001","Education and Health Services","South Dakota","CES",True
"SMS46000007000000001","Leisure and Hospitality","South Dakota","CES",True
"SMS46000008000000001","Other Services","South Dakota","CES",True
"SMS46000009000000001","Government","South Dakota","CES",True
"SMU46000000000000001","Total Nonfarm","South Dakota","CES",False
"SMU46000001000000001","Mining and Logging","South Dakota","CES",False
"SMU46000001500000001","Mining, Logging, and Construction","South Dakota","CES",False
"SMU46000002000000001","Construction","South Dakota","CES",False
"SMU46000003000000001","Manufacturing","South Dakota","CES",False
"SMU46000004000000001","Trade, Transportation, and Utilities","South Dakota","CES",False
"SMU46000005000000001","Information","South Dakota","CES",False
"SMU46000005500000001","Financial Activities","South Dakota","CES",False
"SMU46000006000000001","Professional and Business Services","South Dakota","CES",False
"SMU46000006500000001","Education and Health Services","South Dakota","CES",False
"SMU46000007000000001","Leisure and Hospitality","South Dakota","CES",False
"SMU46000008000000001","Other Services","South Dakota","CES",False
"SMU46000009000000001","Government","South Dakota","CES",False
"SMS47000000000000001","Total Nonfarm","Tennessee","CES",True
"SMS47000001000000001","Mining and Logging","Tennessee","CES",True
"SMS47000001500000001","Mining, Logging, and Construction","Tennessee","CES",True
"SMS47000002000000001","Construction","Tennessee","CES",True
"SMS47000003000000001","Manufacturing","Tennessee","CES",True
"SMS47000004000000001","Trade, Transportation, and Utilities","Tennessee","CES",True
"SMS47000005000000001","Information","Tennessee","CES",True
"SMS47000005500000001","Financial Activities","Tennessee","CES",True
"SMS47000006000000001","Professional and Business Services","Tennessee","CES",True
"SMS47000006500000001","Education and Health Services","Tennessee","CES",True
"SMS47000007000000001","Leisure and Hospitality","Tennessee","CES",True
"SMS47000009000000001","Government","Tennessee","CES",True
"SMU47000000000000001","Total Nonfarm","Tennessee","CES",False
"SMU47000001000000001","Mining and Logging","Tennessee","CES",False
"SMU47000001500000001","Mining, Logging, and Construction","Tennessee","CES",False
"SMU47000002000000001","Construction","Tennessee","CES",False
"SMU47000003000000001","Manufacturing","Tennessee","CES",False
"SMU47000004000000001","Trade, Transportation, and Utilities","Tennessee","CES",False
"SMU47000005000000001","Information","Tennessee","CES",False
"SMU47000005500000001","Financial Activities","Tennessee","CES",False
"SMU47000006000000001","Professional and Business Services","Tennessee","CES",False
"SMU47000006500000001","Education and Health Services","Tennessee","CES",False
"SMU47000007000000001","Leisure and Hospitality","Tennessee","CES",False
"SMU47000008000000001","Other Services","Tennessee","CES",False
"SMU47000009000000001","Government","Tennessee","CES",False
"SMS48000000000000001","Total Nonfarm","Texas","CES",True
"SMS48000001000000001","Mining and Logging","Texas","CES",True
"SMS48000001500000001","Mining, Logging, and Construction","Texas","CES",True
"SMS48000002000000001","Construction","Texas","CES",True
"SMS48000003000000001","Manufacturing","Texas","CES",True
"SMS48000004000000001","Trade, Transportation, and Utilities","Texas","CES",True
"SMS48000005000000001","Information","Texas","CES",True
"SMS48000005500000001","Financial Activities","Texas","CES",True
"SMS48000006000000001","Professional and Business Services","Texas","CES",True
"SMS48000006500000001","Education and Health Services","Texas","CES",True
"SMS48000007000000001","Leisure and Hospitality","Texas","CES",True
"SMS48000008000000001","Other Services","Texas","CES",True
"SMS48000009000000001","Government","Texas","CES",True
"SMU48000000000000001","Total Nonfarm","Texas","CES",False
"SMU48000001000000001","Mining and Logging","Texas","CES",False
"SMU48000001500000001","Mining, Logging, and Construction","Texas","CES",False
"SMU48000002000000001","Construction","Texas","CES",False
"SMU48000003000000001","Manufacturing","Texas","CES",False
"SMU48000004000000001","Trade, Transportation, and Utilities","Texas","CES",False
"SMU48000005000000001","Information","Texas","CES",False
"SMU48000005500000001","Financial Activities","Texas","CES",False
"SMU48000006000000001","Professional and Business Services","Texas","CES",False
"SMU48000006500000001","Education and Health Services","Texas","CES",False
"SMU48000007000000001","Leisure and Hospitality","Texas","CES",False
"SMU48000008000000001","Other Services","Texas","CES",False
"SMU48000009000000001","Government","Texas","CES",False
"SMS49000000000000001","Total Nonfarm","Utah","CES",True
"SMS49000001000000001","Mining and Logging","Utah","CES",True
"SMS49000001500000001","Mining, Logging, and Construction","Utah","CES",True
"SMS49000002000000001","Construction","Utah","CES",True
"SMS49000003000000001","Manufacturing","Utah","CES",True
"SMS49000004000000001","Trade, Transportation, and Utilities","Utah","CES",True
"SMS49000005000000001","Information","Utah","CES",True
"SMS49000005500000001","Financial Activities","Utah","CES",True
"SMS49000006000000001","Professional and Business Services","Utah","CES",True
"SMS49000006500000001","Education and Health Services","Utah","CES",True
"SMS49000007000000001","Leisure and Hospitality","Utah","CES",True
"SMS49000008000000001","Other Services","Utah","CES",True
"SMS49000009000000001","Government","Utah","CES",True
"SMU49000000000000001","Total Nonfarm","Utah","CES",False
"SMU49000001000000001","Mining and Logging","Utah","CES",False
"SMU49000001500000001","Mining, Logging, and Construction","Utah","CES",False
"SMU49000002000000001","Construction","Utah","CES",False
"SMU49000003000000001","Manufacturing","Utah","CES",False
"SMU49000004000000001","Trade, Transportation, and Utilities","Utah","CES",False
"SMU49000005000000001","Information","Utah","CES",False
"SMU49000005500000001","Financial Activities","Utah","CES",False
"SMU49000006000000001","Professional and Business Services","Utah","CES",False
"SMU49000006500000001","Education and Health Services","Utah","CES",False
"SMU49000007000000001","Leisure and Hospitality","Utah","CES",False
"SMU49000008000000001","Other Services","Utah","CES",False
"SMU49000009000000001","Government","Utah","CES",False
"SMS50000000000000001","Total Nonfarm","Vermont","CES",True
"SMS50000001000000001","Mining and Logging","Vermont","CES",True
"SMS50000001500000001","Mining, Logging, and Construction","Vermont","CES",True
"SMS50000002000000001","Construction","Vermont","CES",True
"SMS50000003000000001","Manufacturing","Vermont","CES",True
"SMS50000004000000001","Trade, Transportation, and Utilities","Vermont","CES",True
"SMS50000005000000001","Information","Vermont","CES",True
"SMS50000005500000001","Financial Activities","Vermont","CES",True
"SMS50000006000000001","Professional and Business Services","Vermont","CES",True
"SMS50000006500000001","Education and Health Services","Vermont","CES",True
"SMS50000007000000001","Leisure and Hospitality","Vermont","CES",True
"SMS50000008000000001","Other Services","Vermont","CES",True
"SMS50000009000000001","Government","Vermont","CES",True
"SMU50000000000000001","Total Nonfarm","Vermont","CES",False
"SMU50000001000000001","Mining and Logging","Vermont","CES",False
"SMU50000001500000001","Mining, Logging, and Construction","Vermont","CES",False
"SMU50000002000000001","Construction","Vermont","CES",False
"SMU50000003000000001","Manufacturing","Vermont","CES",False
"SMU50000004000000001","Trade, Transportation, and Utilities","Vermont","CES",False
"SMU50000005000000001","Information","Vermont","CES",False
"SMU50000005500000001","Financial Activities","Vermont","CES",False
"SMU50000006000000001","Professional and Business Services","Vermont","CES",False
"SMU50000006500000001","Education and Health Services","Vermont","CES",False
"SMU50000007000000001","Leisure and Hospitality","Vermont","CES",False
"SMU50000008000000001","Other Services","Vermont","CES",False
"SMU50000009000000001","Government","Vermont","CES",False
"SMS51000000000000001","Total Nonfarm","Virginia","CES",True
"SMS51000001500000001","Mining, Logging, and Construction","Virginia","CES",True
"SMS51000002000000001","Construction","Virginia","CES",True
"SMS51000003000000001","Manufacturing","Virginia","CES",True
"SMS51000004000000001","Trade, Transportation, and Utilities","Virginia","CES",True
"SMS51000005000000001","Information","Virginia","CES",True
"SMS51000005500000001","Financial Activities","Virginia","CES",True
"SMS51000006000000001","Professional and Business Services","Virginia","CES",True
"SMS51000006500000001","Education and Health Services","Virginia","CES",True
"SMS51000007000000001","Leisure and Hospitality","Virginia","CES",True
"SMS51000008000000001","Other Services","Virginia","CES",True
"SMS51000009000000001","Government","Virginia","CES",True
"SMU51000000000000001","Total Nonfarm","Virginia","CES",False
"SMU51000001000000001","Mining and Logging","Virginia","CES",False
"SMU51000001500000001","Mining, Logging, and Construction","Virginia","CES",False
"SMU51000002000000001","Construction","Virginia","CES",False
"SMU51000003000000001","Manufacturing","Virginia","CES",False
"SMU51000004000000001","Trade, Transportation, and Utilities","Virginia","CES",False
"SMU51000005000000001","Information","Virginia","CES",False
"SMU51000005500000001","Financial Activities","Virginia","CES",False
"SMU51000006000000001","Professional and Business Services","Virginia","CES",False
"SMU51000006500000001","Education and Health Services","Virginia","CES",False
"SMU51000007000000001","Leisure and Hospitality","Virginia","CES",False
"SMU51000008000000001","Other Services","Virginia","CES",False
"SMU51000009000000001","Government","Virginia","CES",False
"SMS78000000000000001","Total Nonfarm","Virgin Islands","CES",True
"SMS78000001500000001","Mining, Logging, and Construction","Virgin Islands","CES",True
"SMS78000004000000001","Trade, Transportation, and Utilities","Virgin Islands","CES",True
"SMS78000004300000001","Transportation, Warehousing, and Utilities","Virgin Islands","CES",True
"SMS78000006500000001","Education and Health Services","Virgin Islands","CES",True
"SMS78000007000000001","Leisure and Hospitality","Virgin Islands","CES",True
"SMS78000008000000001","Other Services","Virgin Islands","CES",True
"SMS78000009000000001","Government","Virgin Islands","CES",True
"SMU78000000000000001","Total Nonfarm","Virgin Islands","CES",False
"SMU78000001500000001","Mining, Logging, and Construction","Virgin Islands","CES",False
"SMU78000003000000001","Manufacturing","Virgin Islands","CES",False
"SMU78000004000000001","Trade, Transportation, and Utilities","Virgin Islands","CES",False
"SMU78000005000000001","Information","Virgin Islands","CES",False
"SMU78000005500000001","Financial Activities","Virgin Islands","CES",False
"SMU78000006000000001","Professional and Business Services","Virgin Islands","CES",False
"SMU78000006500000001","Education and Health Services","Virgin Islands","CES",False
"SMU78000007000000001","Leisure and Hospitality","Virgin Islands","CES",False
"SMU78000008000000001","Other Services","Virgin Islands","CES",False
"SMU78000009000000001","Government","Virgin Islands","CES",False
"SMS53000000000000001","Total Nonfarm","Washington","CES",True
"SMS53000001000000001","Mining and Logging","Washington","CES",True
"SMS53000001500000001","Mining, Logging, and Construction","Washington","CES",True
"SMS53000002000000001","Construction","Washington","CES",True
"SMS53000003000000001","Manufacturing","Washington","CES",True
"SMS53000004000000001","Trade, Transportation, and Utilities","Washington","CES",True
"SMS53000005000000001","Information","Washington","CES",True
"SMS53000005500000001","Financial Activities","Washington","CES",True
"SMS53000006000000001","Professional and Business Services","Washington","CES",True
"SMS53000006500000001","Education and Health Services","Washington","CES",True
"SMS53000007000000001","Leisure and Hospitality","Washington","CES",True
"SMS53000008000000001","Other Services","Washington","CES",True
"SMS53000009000000001","Government","Washington","CES",True
"SMU53000000000000001","Total Nonfarm","Washington","CES",False
"SMU53000001000000001","Mining and Logging","Washington","CES",False
"SMU53000001500000001","Mining, Logging, and Construction","Washington","CES",False
"SMU53000002000000001","Construction","Washington","CES",False
"SMU53000003000000001","Manufacturing","Washington","CES",False
"SMU53000004000000001","Trade, Transportation, and Utilities","Washington","CES",False
"SMU53000005000000001","Information","Washington","CES",False
"SMU53000005500000001","Financial Activities","Washington","CES",False
"SMU53000006000000001","Professional and Business Services","Washington","CES",False
"SMU53000006500000001","Education and Health Services","Washington","CES",False
"SMU53000007000000001","Leisure and Hospitality","Washington","CES",False
"SMU53000008000000001","Other Services","Washington","CES",False
"SMU53000009000000001","Government","Washington","CES",False
"SMS54000000000000001","Total Nonfarm","West Virginia","CES",True
"SMS54000001000000001","Mining and Logging","West Virginia","CES",True
"SMS54000001500000001","Mining, Logging, and Construction","West Virginia","CES",True
"SMS54000002000000001","Construction","West Virginia","CES",True
"SMS54000003000000001","Manufacturing","West Virginia","CES",True
"SMS54000004000000001","Trade, Transportation, and Utilities","West Virginia","CES",True
"SMS54000005000000001","Information","West Virginia","CES",True
"SMS54000005500000001","Financial Activities","West Virginia","CES",True
"SMS54000006000000001","Professional and Business Services","West Virginia","CES",True
"SMS54000006500000001","Education and Health Services","West Virginia","CES",True
"SMS54000007000000001","Leisure and Hospitality","West Virginia","CES",True
"SMS54000009000000001","Government","West Virginia","CES",True
"SMU54000000000000001","Total Nonfarm","West Virginia","CES",False
"SMU54000001000000001","Mining and Logging","West Virginia","CES",False
"SMU54000001500000001","Mining, Logging, and Construction","West Virginia","CES",False
"SMU54000002000000001","Construction","West Virginia","CES",False
"SMU54000003000000001","Manufacturing","West Virginia","CES",False
"SMU54000004000000001","Trade, Transportation, and Utilities","West Virginia","CES",False
"SMU54000005000000001","Information","West Virginia","CES",False
"SMU54000005500000001","Financial Activities","West Virginia","CES",False
"SMU54000006000000001","Professional and Business Services","West Virginia","CES",False
"SMU54000006500000001","Education and Health Services","West Virginia","CES",False
"SMU54000007000000001","Leisure and Hospitality","West Virginia","CES",False
"SMU54000008000000001","Other Services","West Virginia","CES",False
"SMU54000009000000001","Government","West Virginia","CES",False
"SMS55000000000000001","Total Nonfarm","Wisconsin","CES",True
"SMS55000001000000001","Mining and Logging","Wisconsin","CES",True
"SMS55000001500000001","Mining, Logging, and Construction","Wisconsin","CES",True
"SMS55000002000000001","Construction","Wisconsin","CES",True
"SMS55000003000000001","Manufacturing","Wisconsin","CES",True
"SMS55000004000000001","Trade, Transportation, and Utilities","Wisconsin","CES",True
"SMS55000005000000001","Information","Wisconsin","CES",True
"SMS55000005500000001","Financial Activities","Wisconsin","CES",True
"SMS55000006000000001","Professional and Business Services","Wisconsin","CES",True
"SMS55000006500000001","Education and Health Services","Wisconsin","CES",True
"SMS55000007000000001","Leisure and Hospitality","Wisconsin","CES",True
"SMS55000008000000001","Other Services","Wisconsin","CES",True
"SMS55000009000000001","Government","Wisconsin","CES",True
"SMU55000000000000001","Total Nonfarm","Wisconsin","CES",False
"SMU55000001000000001","Mining and Logging","Wisconsin","CES",False
"SMU55000001500000001","Mining, Logging, and Construction","Wisconsin","CES",False
"SMU55000002000000001","Construction","Wisconsin","CES",False
"SMU55000003000000001","Manufacturing","Wisconsin","CES",False
"SMU55000004000000001","Trade, Transportation, and Utilities","Wisconsin","CES",False
"SMU55000005000000001","Information","Wisconsin","CES",False
"SMU55000005500000001","Financial Activities","Wisconsin","CES",False
"SMU55000006000000001","Professional and Business Services","Wisconsin","CES",False
"SMU55000006500000001","Education and Health Services","Wisconsin","CES",False
"SMU55000007000000001","Leisure and Hospitality","Wisconsin","CES",False
"SMU55000008000000001","Other Services","Wisconsin","CES",False
"SMU55000009000000001","Government","Wisconsin","CES",False
"SMS56000000000000001","Total Nonfarm","Wyoming",NULL,True
"SMS56000001000000001","Mining and Logging","Wyoming",NULL,True
"SMS56000001500000001","Mining, Logging, and Construction","Wyoming",NULL,True
"SMS56000002000000001","Construction","Wyoming",NULL,True
"SMS56000003000000001","Manufacturing","Wyoming",NULL,True
"SMS56000004000000001","Trade, Transportation, and Utilities","Wyoming",NULL,True
"SMS56000005000000001","Information","Wyoming",NULL,True
"SMS56000005500000001","Financial Activities","Wyoming",NULL,True
"SMS56000006000000001","Professional and Business Services","Wyoming",NULL,True
"SMS56000006500000001","Education and Health Services","Wyoming",NULL,True
"SMS56000007000000001","Leisure and Hospitality","Wyoming",NULL,True
"SMS56000008000000001","Other Services","Wyoming",NULL,True
"SMS56000009000000001","Government","Wyoming",NULL,True
"SMU56000000000000001","Total Nonfarm","Wyoming",NULL,False
"SMU56000001000000001","Mining and Logging","Wyoming",NULL,False
"SMU56000001500000001","Mining, Logging, and Construction","Wyoming",NULL,False
"SMU56000002000000001","Construction","Wyoming",NULL,False
"SMU56000003000000001","Manufacturing","Wyoming",NULL,False
"SMU56000004000000001","Trade, Transportation, and Utilities","Wyoming",NULL,False
"SMU56000005000000001","Information","Wyoming",NULL,False
"SMU56000005500000001","Financial Activities","Wyoming",NULL,False
"SMU56000006000000001","Professional and Business Services","Wyoming",NULL,False
"SMU56000006500000001","Education and Health Services","Wyoming",NULL,False
"SMU56000007000000001","Leisure and Hospitality","Wyoming",NULL,False
"SMU56000008000000001","Other Services","Wyoming",NULL,False
"SMU56000009000000001","Government","Wyoming",NULL,False
